,radiant_win,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,dire_1,dire_2,dire_3,dire_4,dire_5
7763,1,105,9,92,100,10,64,14,93,101,110
7764,1,113,101,67,37,69,48,2,14,74,87
7765,1,14,16,101,41,9,72,21,100,56,39
7766,0,74,77,100,16,75,37,120,101,18,11
7767,0,90,94,100,10,41,88,60,75,11,12
7768,1,57,31,14,11,95,69,48,83,84,46
7769,0,70,74,86,22,2,107,26,8,55,46
7770,1,88,1,36,2,37,77,103,34,7,101
7771,1,48,14,64,74,2,51,86,71,17,8
7772,0,119,25,21,22,72,5,39,64,100,1
7773,1,32,79,14,109,80,2,57,31,48,23
7774,1,104,14,34,27,4,120,64,26,67,74
7775,0,50,16,17,53,42,41,25,95,23,27
7776,1,27,1,56,14,104,11,96,41,119,74
7777,1,47,14,104,27,81,37,8,39,41,64
7778,0,87,113,108,44,100,37,4,21,120,13
7779,1,34,13,64,93,75,67,22,88,25,14
7780,1,26,25,80,41,101,7,95,99,42,11
7781,1,51,95,47,92,2,101,34,69,55,114
7782,1,63,33,44,27,32,23,101,82,16,25
7783,0,14,110,35,67,27,22,47,4,26,38
7784,1,94,99,39,14,27,59,16,92,106,48
7785,1,38,11,14,50,6,108,48,34,73,105
7786,1,119,44,14,63,74,9,46,1,4,22
7787,1,21,9,14,93,22,114,34,104,87,44
7788,0,104,1,87,99,89,41,110,21,84,51
7789,0,31,119,17,86,72,10,109,33,11,14
7790,1,4,87,47,9,101,93,64,53,75,56
7791,1,69,75,10,17,86,110,40,42,70,35
7792,0,87,8,2,35,37,68,74,62,69,18
7793,0,14,34,42,10,53,97,21,16,74,114
7794,0,15,37,67,21,101,54,26,52,29,89
7795,1,6,74,14,41,68,69,48,9,7,110
7796,0,1,51,75,63,11,14,96,74,67,68
7797,0,25,87,22,84,41,64,44,67,108,53
7798,0,101,104,48,74,78,95,21,46,7,31
7799,1,55,64,49,7,114,93,2,90,25,101
7800,1,2,22,8,5,64,100,101,110,74,48
7801,1,26,6,59,101,76,51,44,35,7,9
7802,1,33,17,7,14,44,64,1,10,104,106
7803,0,14,26,108,11,93,74,90,86,62,41
7804,0,69,48,14,34,100,71,22,104,30,93
7805,0,30,37,10,39,97,26,1,78,22,14
7806,0,32,69,81,47,27,107,104,51,74,44
7807,1,119,100,53,21,48,10,37,11,32,55
7808,1,21,34,67,42,20,14,104,4,97,35
7809,0,1,86,88,92,23,13,39,26,8,101
7810,0,111,34,18,93,84,100,48,22,39,59
7811,0,37,38,74,52,10,93,21,26,56,53
7812,1,56,110,9,14,7,37,17,100,43,1
7813,0,13,48,44,53,60,37,86,109,2,74
7814,0,99,86,17,84,93,27,63,5,22,72
7815,0,14,50,93,11,120,100,74,89,51,72
7816,1,71,101,42,22,36,104,44,4,47,30
7817,1,93,106,83,84,40,87,44,37,120,35
7818,1,34,84,112,36,63,11,26,6,2,62
7819,0,3,46,91,99,48,2,112,110,93,85
7820,1,23,8,68,101,41,26,14,17,110,67
7821,0,47,99,93,74,90,8,16,30,9,15
7822,1,74,99,83,44,64,34,69,11,5,1
7823,0,27,28,21,67,5,2,31,74,37,93
7824,0,5,28,25,114,44,2,21,90,93,56
7825,1,39,1,69,3,101,100,67,87,35,21
7826,1,35,96,9,114,37,7,11,112,77,33
7827,1,86,14,42,17,104,114,4,68,69,87
7828,0,101,120,14,46,95,51,81,22,64,23
7829,0,11,8,74,65,89,105,90,104,48,34
7830,1,26,109,35,32,47,67,87,23,14,99
7831,1,14,93,34,69,112,5,47,32,94,21
7832,1,63,21,4,99,9,44,62,35,47,49
7833,0,9,69,32,5,54,48,100,2,17,37
7834,0,78,23,81,119,73,4,46,84,20,101
7835,1,30,14,22,98,93,83,99,5,41,38
7836,0,72,38,22,86,34,79,93,17,16,120
7837,1,60,12,26,21,76,23,55,36,86,93
7838,1,12,88,101,22,100,93,31,7,114,25
7839,0,101,95,100,43,53,7,82,88,86,93
7840,0,22,44,36,58,90,87,1,51,23,101
7841,0,93,98,9,21,13,14,46,4,101,25
7842,1,7,30,74,88,41,46,93,100,38,37
7843,0,1,32,17,28,69,104,75,93,86,22
7844,1,16,56,14,68,109,17,64,99,1,23
7845,1,9,22,110,26,114,101,27,56,120,11
7846,1,11,71,45,4,26,41,87,74,68,16
7847,1,55,18,9,37,14,61,120,26,4,93
7848,0,9,88,14,21,67,8,26,2,39,57
7849,0,99,72,106,27,71,14,22,119,2,48
7850,1,74,111,8,64,4,5,119,63,35,104
7851,0,53,32,9,59,26,67,66,27,120,22
7852,1,16,114,93,99,14,22,26,49,42,8
7853,1,39,58,51,14,44,32,11,19,48,41
7854,1,55,1,9,34,37,114,120,4,51,17
7855,0,56,37,2,101,21,92,90,64,54,69
7856,1,38,62,30,95,40,71,86,60,13,41
7857,1,14,7,8,11,105,74,33,79,48,59
7858,0,94,74,59,91,88,81,49,30,35,9
7859,1,93,23,5,14,97,71,39,1,108,91
7860,0,104,21,22,93,114,34,72,14,64,16
7861,0,108,26,6,87,25,35,79,17,31,2
7862,0,93,28,63,79,25,17,96,87,21,12
7863,0,46,16,100,26,56,23,96,14,62,1
7864,0,6,53,99,64,36,92,91,21,114,8
7865,1,9,63,69,14,17,59,41,111,44,34
7866,1,44,17,119,75,4,70,91,25,69,89
7867,1,102,1,37,74,71,119,67,4,38,75
7868,0,9,69,14,8,39,21,108,6,86,27
7869,1,92,53,62,25,4,16,67,57,119,21
7870,1,87,67,7,35,57,26,33,100,8,74
7871,0,119,120,10,60,86,11,26,12,69,83
7872,1,101,16,74,10,98,71,7,119,47,113
7873,0,1,34,99,86,91,30,60,8,4,64
7874,0,95,108,77,37,35,83,112,10,2,25
7875,1,74,68,81,23,11,18,35,86,100,110
7876,0,56,108,89,41,85,44,9,21,84,74
7877,1,106,30,44,9,2,101,35,86,4,114
7878,1,14,74,5,44,7,3,75,38,93,76
7879,1,93,99,35,14,3,64,27,47,41,25
7880,1,79,85,93,36,39,64,48,99,91,25
7881,0,106,37,107,81,45,2,68,46,101,1
7882,1,104,8,71,74,25,114,93,58,87,22
7883,1,110,23,49,5,48,27,44,28,47,87
7884,1,87,93,31,35,100,20,57,74,6,14
7885,1,81,31,99,23,20,69,34,105,44,100
7886,0,93,14,7,9,86,103,8,13,38,87
7887,1,114,26,61,23,97,53,22,99,9,67
7888,1,48,9,108,79,14,74,112,16,110,109
7889,1,100,81,104,74,20,14,93,21,101,110
7890,1,56,8,7,29,86,14,85,74,110,93
7891,0,11,81,87,102,51,101,68,107,1,56
7892,0,119,17,99,3,67,28,106,11,102,88
7893,0,26,34,62,18,21,67,104,47,28,7
7894,0,48,38,23,66,84,21,31,37,25,94
7895,1,66,23,25,17,6,56,9,22,120,5
7896,0,52,120,104,77,11,9,68,42,74,10
7897,0,16,96,23,37,12,74,4,104,31,18
7898,0,101,37,60,53,94,25,19,14,56,103
7899,0,30,44,104,47,100,34,27,65,17,26
7900,0,56,21,71,31,47,22,14,41,102,27
7901,1,40,54,86,56,21,87,48,101,88,71
7902,0,70,69,30,34,14,48,87,71,74,98
7903,1,87,93,2,49,110,8,16,11,14,26
7904,0,76,23,53,20,98,93,21,87,34,37
7905,1,25,20,38,85,48,47,95,14,68,71
7906,1,110,32,93,11,74,21,98,26,41,71
7907,0,102,114,3,111,74,67,2,87,100,9
7908,1,64,14,75,49,41,5,22,100,120,1
7909,0,34,7,13,57,103,109,101,14,74,95
7910,1,105,37,69,61,77,45,14,18,112,51
7911,1,1,64,28,86,23,13,7,110,20,41
7912,0,48,5,69,105,76,37,67,88,53,9
7913,1,5,98,51,22,67,106,56,93,27,74
7914,0,64,76,14,108,4,9,83,69,68,114
7915,0,23,86,41,100,104,70,28,45,2,14
7916,0,14,61,56,86,69,99,70,101,64,17
7917,0,114,48,36,76,31,14,91,17,99,8
7918,1,8,49,107,21,99,3,60,114,69,22
7919,1,47,14,20,5,68,60,22,59,72,2
7920,0,32,74,16,5,81,79,31,93,78,11
7921,0,89,74,114,9,33,99,31,93,7,11
7922,1,46,20,27,93,60,14,101,99,40,48
7923,0,69,13,95,86,100,61,114,119,87,53
7924,0,86,23,120,41,14,81,37,76,31,101
7925,0,48,101,49,120,93,2,14,8,30,17
7926,1,8,14,97,27,34,64,86,69,76,41
7927,1,22,59,7,64,103,97,39,86,23,44
7928,0,99,76,68,83,93,50,11,114,32,26
7929,0,76,85,86,100,8,92,21,101,70,71
7930,1,32,21,74,8,37,25,14,65,64,10
7931,1,12,79,14,114,59,9,106,112,42,8
7932,0,22,84,23,99,48,104,34,27,93,101
7933,1,60,22,21,10,3,91,39,26,2,44
7934,0,28,93,52,17,104,12,25,14,38,26
7935,0,106,88,85,52,44,62,17,41,60,69
7936,1,51,1,74,13,26,48,14,110,9,3
7937,1,103,56,104,31,22,64,9,17,63,101
7938,1,101,25,27,12,69,22,42,3,57,87
7939,0,15,75,85,95,87,83,93,114,22,104
7940,0,10,38,90,22,7,75,54,53,20,17
7941,0,67,38,14,26,34,68,71,54,22,2
7942,1,72,23,37,14,4,21,50,47,99,1
7943,1,16,87,48,14,11,86,39,101,53,93
7944,1,88,106,96,84,114,34,101,3,8,97
7945,0,14,94,91,7,19,23,76,33,12,27
7946,0,4,2,75,42,11,71,39,16,8,99
7947,1,27,100,4,74,47,119,2,22,37,93
7948,0,105,27,74,108,10,14,17,97,8,4
7949,1,14,52,74,33,3,106,26,100,9,98
7950,1,101,38,1,64,27,83,26,2,44,34
7951,1,3,51,95,21,108,53,114,26,74,119
7952,1,71,5,97,8,101,57,1,17,3,99
7953,1,14,48,5,69,46,98,37,109,74,91
7954,0,13,34,114,83,19,64,31,1,2,46
7955,1,21,67,82,112,68,25,69,83,93,32
7956,0,110,33,14,74,70,101,12,88,4,2
7957,0,30,14,1,44,74,83,22,94,110,47
7958,1,34,2,14,79,4,114,102,17,21,100
7959,0,91,74,87,69,12,30,78,25,71,42
7960,0,14,74,93,23,79,20,111,76,59,110
7961,0,10,19,23,91,30,76,110,16,9,89
7962,1,23,41,2,34,27,104,21,22,26,8
7963,0,4,79,22,14,120,61,10,87,17,88
7964,1,12,7,21,91,113,106,50,14,39,38
7965,0,46,41,99,87,103,75,27,9,81,7
7966,0,6,99,21,34,14,31,104,92,48,101
7967,0,74,99,15,119,71,64,7,1,29,25
7968,0,86,8,99,23,60,93,108,21,22,37
7969,1,62,34,69,75,41,83,40,28,56,21
7970,1,21,14,71,17,77,9,48,11,44,7
7971,1,68,28,14,56,74,62,17,31,93,51
7972,0,101,87,7,31,8,25,14,69,53,48
7973,1,68,86,63,74,81,4,112,14,106,107
7974,1,69,84,22,4,119,39,101,3,7,12
7975,0,47,100,105,8,53,42,87,9,46,26
7976,1,27,9,6,21,47,54,34,86,37,108
7977,0,73,32,33,36,15,48,25,100,2,21
7978,0,87,14,97,39,44,19,81,63,11,40
7979,1,25,51,17,21,14,57,22,37,58,1
7980,0,49,103,5,104,48,109,74,14,89,99
7981,1,27,70,35,57,32,42,14,101,74,99
7982,0,101,64,69,120,8,62,93,99,14,46
7983,0,3,99,37,17,120,22,44,103,7,27
7984,1,62,25,1,51,57,55,64,109,74,101
7985,0,38,30,100,12,73,2,119,64,69,86
7986,1,44,91,27,2,92,25,78,100,80,64
7987,1,112,21,42,9,14,97,26,28,101,106
7988,1,81,49,22,119,26,14,27,59,67,76
7989,0,1,51,114,17,86,106,14,9,26,44
7990,1,48,79,102,34,23,15,8,16,64,76
7991,1,14,93,87,21,17,113,44,40,69,16
7992,1,100,9,67,37,21,48,22,5,14,105
7993,0,56,44,86,27,41,26,33,114,10,97
7994,0,9,41,11,78,88,34,8,25,14,87
7995,0,54,2,34,14,46,101,40,51,48,50
7996,1,5,30,67,57,19,22,93,69,64,106
7997,1,14,67,10,9,7,20,97,5,1,22
7998,0,31,75,11,6,14,74,51,95,71,101
7999,1,59,111,71,16,44,21,77,31,108,100
8000,1,46,14,64,21,67,32,96,5,81,17
8001,0,5,88,120,108,1,102,6,74,64,101
8002,0,25,48,78,14,111,45,21,9,6,88
8003,0,96,4,100,45,47,88,40,54,17,14
8004,1,17,7,23,88,114,93,35,34,45,109
8005,1,41,4,87,53,69,64,37,17,94,120
8006,1,74,114,96,8,26,110,37,48,21,107
8007,0,38,14,76,48,86,108,114,85,34,93
8008,0,47,83,50,37,67,56,2,22,36,86
8009,1,51,48,43,14,20,85,67,39,91,38
8010,0,9,52,67,49,37,20,10,85,27,36
8011,1,39,36,54,34,44,109,22,16,51,56
8012,1,92,44,14,90,23,95,57,21,30,47
8013,1,92,38,44,98,50,36,100,31,33,42
8014,1,7,10,14,9,44,61,93,34,84,16
8015,1,14,38,112,11,94,41,103,114,4,22
8016,0,101,74,104,67,87,110,34,33,47,14
8017,0,2,74,9,41,87,20,27,92,56,38
8018,0,112,16,22,67,14,101,71,39,47,6
8019,0,93,9,98,14,26,76,21,105,48,84
8020,0,102,10,11,34,71,54,27,90,72,2
8021,1,71,4,21,90,74,53,64,84,106,93
8022,0,86,17,64,41,4,8,74,7,104,90
8023,1,62,21,46,44,90,14,6,2,22,20
8024,1,35,29,14,30,1,88,6,84,86,74
8025,1,12,91,37,9,38,105,73,111,4,10
8026,0,18,23,3,120,60,43,85,75,81,40
8027,1,17,54,78,9,37,30,104,62,12,34
8028,1,74,114,31,98,101,19,14,26,45,44
8029,0,5,46,71,93,28,14,87,12,35,11
8030,1,104,112,40,22,96,52,16,25,44,87
8031,1,58,72,17,101,21,66,96,4,41,34
8032,1,87,13,74,4,60,25,110,14,37,8
8033,0,79,81,11,71,99,12,108,93,23,89
8034,1,84,66,54,71,34,69,37,26,21,67
8035,0,100,37,8,21,33,5,105,7,74,4
8036,0,84,75,33,94,11,71,114,22,104,21
8037,1,68,39,74,10,14,31,111,93,47,21
8038,1,1,84,107,2,17,93,16,23,31,48
8039,0,48,97,74,105,3,61,83,29,37,93
8040,0,62,8,41,5,94,4,32,47,17,14
8041,0,92,119,21,44,20,39,101,8,105,83
8042,1,83,86,9,93,2,34,114,29,100,30
8043,1,83,67,101,46,38,11,2,7,37,8
8044,1,48,26,45,120,71,37,10,78,74,50
8045,0,25,111,99,59,89,81,14,88,22,39
8046,0,41,26,91,32,74,2,27,35,48,114
8047,1,21,67,37,23,33,59,111,28,113,57
8048,1,99,69,26,93,106,86,114,101,28,23
8049,0,31,11,93,7,14,112,25,108,12,4
8050,0,110,94,22,60,14,12,112,21,19,64
8051,1,69,26,59,7,22,21,20,74,8,64
8052,1,63,51,27,1,11,99,93,26,31,43
8053,0,120,13,27,44,23,69,39,119,54,91
8054,1,4,2,17,21,87,85,30,34,67,36
8055,1,64,86,74,99,8,21,23,5,71,47
8056,1,108,8,34,85,40,21,114,112,32,13
8057,0,7,89,56,110,27,101,14,41,77,34
8058,1,86,34,120,7,12,20,62,23,36,48
8059,1,74,101,54,26,21,85,51,86,72,25
8060,1,71,91,97,22,8,74,41,16,75,48
8061,0,8,25,86,37,99,87,11,93,21,85
8062,1,23,69,21,101,4,39,93,22,120,75
8063,0,101,5,70,93,4,37,14,21,56,74
8064,1,119,106,93,98,71,112,23,48,13,107
8065,0,8,11,120,87,30,67,2,89,26,91
8066,0,72,74,38,10,111,75,3,2,76,54
8067,1,44,5,17,29,23,39,53,49,100,1
8068,1,99,74,67,5,20,69,100,8,86,34
8069,0,41,83,14,76,9,58,37,49,67,101
8070,1,17,44,99,57,14,74,16,69,114,23
8071,0,41,11,14,101,53,62,56,5,28,54
8072,0,84,94,11,86,99,62,52,21,17,8
8073,1,17,4,83,2,22,75,81,114,46,120
8074,1,56,22,51,59,54,30,84,114,92,32
8075,1,101,87,29,47,56,34,37,93,32,69
8076,0,26,9,39,4,21,74,93,108,101,112
8077,0,67,3,35,85,21,61,31,41,87,74
8078,0,113,60,69,56,87,40,22,114,9,7
8079,1,93,69,22,64,37,101,99,17,54,30
8080,1,17,53,93,26,9,21,4,37,52,74
8081,0,41,104,91,14,11,26,67,101,32,49
8082,0,14,11,74,69,105,99,87,86,93,4
8083,0,69,87,37,93,35,21,80,53,3,6
8084,1,35,1,112,89,9,44,22,20,104,34
8085,0,16,12,71,64,22,21,106,18,30,99
8086,1,54,23,75,3,2,22,27,74,14,67
8087,0,73,11,96,26,44,21,4,22,81,5
8088,0,26,95,41,25,14,21,29,11,1,3
8089,1,37,110,48,89,11,96,17,86,28,9
8090,0,65,86,44,22,89,31,1,37,38,25
8091,0,35,31,34,80,64,26,21,69,22,106
8092,0,34,31,23,4,81,74,21,94,33,68
8093,1,2,91,87,67,43,62,38,92,76,27
8094,0,101,106,54,32,9,64,44,53,100,74
8095,0,23,99,4,20,67,7,11,25,108,6
8096,1,11,41,14,64,96,97,86,43,21,54
8097,1,101,108,26,12,74,27,14,99,34,67
8098,0,30,77,55,11,64,71,84,74,120,67
8099,1,21,22,87,1,60,27,4,23,41,14
8100,0,14,21,108,95,30,39,63,84,119,48
8101,0,44,101,16,43,120,13,93,11,86,29
8102,1,14,113,18,2,37,21,61,93,101,62
8103,1,99,71,93,11,86,87,16,114,74,48
8104,1,22,37,20,4,93,111,64,12,77,47
8105,1,74,41,87,114,97,120,12,31,22,7
8106,1,76,84,38,1,83,44,25,93,7,112
8107,0,86,54,82,102,22,38,93,16,39,27
8108,0,8,27,26,74,69,1,9,120,14,71
8109,1,23,97,14,67,37,36,21,8,84,99
8110,1,2,30,22,44,87,34,29,62,3,1
8111,0,77,4,32,120,108,107,26,23,9,29
8112,0,44,37,14,34,7,26,8,48,25,21
8113,0,89,44,37,39,97,3,71,70,57,34
8114,1,119,44,99,3,26,48,23,32,88,30
8115,1,99,9,2,11,93,4,114,41,14,74
8116,1,9,110,47,64,27,101,2,119,39,109
8117,1,84,47,54,16,111,14,4,74,2,41
8118,1,101,27,69,25,77,46,16,48,7,108
8119,0,21,114,101,32,93,67,99,30,22,105
8120,1,37,41,22,88,12,104,64,10,101,34
8121,0,14,8,96,119,17,54,101,21,4,12
8122,1,11,12,32,110,69,75,97,87,114,28
8123,0,101,14,46,81,41,87,22,67,105,31
8124,1,48,34,83,99,26,14,16,87,1,15
8125,0,64,99,22,4,102,114,26,10,21,91
8126,1,16,9,88,74,6,101,11,21,4,120
8127,1,10,26,11,14,52,74,36,87,31,95
8128,1,1,114,96,22,37,32,86,23,93,110
8129,1,30,109,74,69,85,4,84,25,2,28
8130,1,9,68,95,22,62,110,14,17,67,37
8131,0,108,6,92,34,40,22,98,85,67,101
8132,1,110,39,75,10,9,4,19,44,26,30
8133,1,64,87,34,4,41,21,49,120,14,6
8134,0,73,8,64,63,100,39,30,33,48,16
8135,0,46,10,40,37,9,14,120,35,67,27
8136,1,85,12,98,106,9,14,7,23,93,27
8137,1,14,84,108,48,35,99,20,44,28,25
8138,0,16,88,7,74,106,101,14,9,8,22
8139,0,89,27,21,88,69,2,46,41,101,26
8140,0,79,11,54,69,89,4,101,2,83,34
8141,1,14,48,23,86,97,31,2,34,8,64
8142,1,102,67,79,4,5,34,69,1,26,2
8143,1,4,93,45,64,66,99,20,1,74,73
8144,1,74,9,14,111,35,68,58,69,22,10
8145,1,27,9,74,52,114,93,99,84,91,43
8146,0,8,85,45,39,110,4,27,101,82,99
8147,0,37,20,47,56,41,81,83,14,25,9
8148,1,13,2,60,119,67,39,48,21,64,23
8149,1,62,78,119,44,94,100,81,26,22,2
8150,1,25,20,85,83,44,90,1,35,64,47
8151,1,107,114,46,21,20,69,74,10,85,101
8152,0,9,114,57,107,111,100,74,14,67,60
8153,1,119,105,113,69,4,79,104,22,15,101
8154,0,4,86,104,34,51,17,108,103,26,114
8155,0,14,86,23,10,98,87,42,101,97,106
8156,0,56,104,87,89,9,5,11,18,60,2
8157,0,8,97,13,14,26,81,39,4,86,87
8158,0,14,75,41,9,22,23,17,62,81,10
8159,1,93,68,52,108,60,77,106,69,99,26
8160,1,22,101,2,41,64,76,27,14,86,113
8161,0,31,19,17,15,9,13,6,12,99,27
8162,0,11,14,120,27,1,10,46,87,114,16
8163,1,35,10,5,25,78,67,7,46,14,38
8164,1,83,46,88,30,81,35,14,101,56,41
8165,0,41,106,99,37,91,71,105,70,76,87
8166,1,21,75,54,69,11,16,77,9,110,14
8167,0,22,36,30,4,68,88,43,1,69,93
8168,1,81,11,112,69,119,101,54,120,84,56
8169,1,74,111,21,87,8,30,37,94,51,61
8170,0,21,11,69,67,101,20,14,84,12,74
8171,1,23,41,29,119,40,69,34,26,91,93
8172,1,101,93,11,75,60,47,87,99,48,90
8173,1,25,27,114,93,91,8,74,14,26,107
8174,1,71,89,86,9,93,14,4,19,11,51
8175,0,11,14,73,41,99,21,18,23,26,68
8176,0,43,1,110,20,25,21,17,8,28,87
8177,0,97,14,95,26,34,104,93,76,79,9
8178,0,112,94,108,14,34,51,26,18,76,2
8179,0,81,87,38,71,17,14,64,95,4,76
8180,0,14,37,114,25,9,12,64,57,74,68
8181,0,6,31,97,46,26,14,34,10,52,2
8182,1,34,12,44,42,89,59,93,87,101,120
8183,1,108,1,74,111,14,70,31,85,44,86
8184,0,30,63,72,70,9,71,41,21,37,2
8185,0,22,84,10,79,48,93,74,40,101,7
8186,1,53,11,8,9,26,35,44,14,78,4
8187,1,106,8,64,108,14,11,114,89,28,26
8188,1,23,41,94,30,32,69,74,31,42,14
8189,1,26,22,47,57,46,84,59,40,25,19
8190,1,22,41,47,42,34,86,4,100,104,10
8191,0,21,99,93,86,26,4,74,87,32,22
8192,0,13,106,14,92,114,120,57,59,71,4
8193,1,93,27,114,105,22,3,72,100,76,104
8194,0,91,87,2,92,4,16,56,74,68,21
8195,1,93,82,111,47,5,71,25,16,4,87
8196,1,21,27,41,73,11,74,12,37,6,99
8197,1,14,30,44,21,34,54,6,32,120,74
8198,0,11,14,8,4,67,21,74,99,87,23
8199,0,93,25,4,52,49,106,27,69,102,48
8200,1,74,64,29,10,37,101,26,48,86,120
8201,0,83,74,8,27,21,62,108,41,14,101
8202,0,46,14,64,8,98,74,78,48,71,112
8203,1,108,26,114,28,11,59,86,22,8,69
8204,1,22,73,10,47,14,2,4,36,50,101
8205,0,99,43,14,12,119,40,32,8,11,104
8206,0,44,105,74,27,14,16,52,1,56,64
8207,0,21,91,69,17,67,25,112,102,41,28
8208,0,14,87,17,110,93,77,74,31,9,22
8209,1,100,7,46,12,65,32,2,67,13,75
8210,1,26,41,25,14,110,38,46,75,48,30
8211,1,87,106,69,103,72,120,114,101,119,91
8212,1,8,5,45,62,2,14,27,97,11,95
8213,1,14,54,34,119,16,27,23,76,86,19
8214,1,34,114,2,105,14,22,108,38,26,49
8215,1,110,104,61,30,23,74,95,45,27,102
8216,1,94,40,79,99,21,84,10,120,14,8
8217,1,84,97,21,114,106,78,87,12,34,86
8218,1,114,37,83,49,99,101,5,22,9,67
8219,0,97,5,21,74,59,2,12,9,27,101
8220,0,32,86,55,9,1,47,81,74,100,28
8221,0,39,27,100,9,42,114,12,21,87,47
8222,1,30,66,39,120,67,51,69,77,9,79
8223,1,7,39,4,14,68,112,108,93,21,74
8224,0,2,8,17,82,66,104,67,29,14,87
8225,1,85,16,6,83,47,93,46,69,26,110
8226,0,67,26,73,89,49,114,39,83,37,2
8227,0,21,10,14,112,101,18,76,69,32,111
8228,1,14,48,114,98,100,91,88,27,81,82
8229,0,27,41,9,109,88,17,30,1,99,91
8230,0,42,95,21,110,32,108,41,74,36,51
8231,1,35,10,68,100,9,79,40,74,7,48
8232,0,101,86,21,60,48,1,20,7,74,32
8233,0,93,23,27,99,11,74,87,8,61,14
8234,0,65,64,73,23,22,52,36,106,93,85
8235,1,48,27,38,34,68,6,92,120,87,106
8236,1,50,34,93,59,30,71,85,47,88,67
8237,1,119,85,71,67,17,2,62,41,74,112
8238,0,8,14,21,120,101,7,93,27,78,74
8239,0,120,50,4,30,46,67,37,88,39,99
8240,1,64,53,34,48,70,27,41,8,92,14
8241,1,4,58,27,74,14,8,11,110,5,87
8242,0,77,3,88,11,23,27,57,81,74,87
8243,1,62,51,5,35,94,48,22,84,41,64
8244,1,14,53,54,35,84,21,120,5,22,56
8245,0,54,91,108,49,14,76,98,75,27,67
8246,0,21,78,20,11,82,32,54,46,2,31
8247,1,2,22,31,67,30,35,41,32,26,21
8248,1,79,46,14,4,19,69,11,41,101,75
8249,1,42,85,27,7,59,105,50,54,17,14
8250,0,104,101,41,39,32,2,28,21,11,14
8251,0,27,48,14,11,108,2,20,76,28,10
8252,0,97,40,34,9,77,14,44,22,69,37
8253,1,34,21,93,33,99,74,10,120,14,9
8254,0,41,36,54,74,31,2,39,87,67,50
8255,0,90,79,67,14,22,86,44,64,89,21
8256,1,30,112,7,8,47,26,95,25,69,14
8257,0,9,46,101,5,8,27,81,85,64,51
8258,1,14,87,82,41,34,10,44,32,9,22
8259,0,2,62,11,48,27,32,41,31,34,101
8260,0,67,57,64,11,9,27,74,93,51,101
8261,0,56,64,100,114,22,14,74,1,30,108
8262,1,76,119,52,108,8,9,23,1,26,39
8263,0,101,31,91,71,54,21,120,92,22,93
8264,1,14,41,21,60,101,90,86,114,33,47
8265,0,59,111,69,64,1,27,82,101,29,114
8266,1,99,42,13,101,28,83,120,113,64,54
8267,0,37,15,67,62,78,109,11,53,86,4
8268,1,13,9,6,34,30,75,11,97,44,14
8269,1,39,54,40,20,29,38,119,48,110,22
8270,0,100,14,39,106,40,1,101,120,46,98
8271,0,91,8,25,66,108,9,99,34,90,89
8272,0,23,14,22,95,4,2,110,67,5,57
8273,1,93,74,7,3,60,54,75,2,25,88
8274,0,2,74,7,25,59,46,69,21,45,6
8275,1,20,35,69,75,6,14,8,86,76,27
8276,0,119,106,4,89,97,87,49,103,35,5
8277,0,110,34,12,87,42,77,86,27,17,89
8278,1,101,58,14,2,48,74,109,19,71,87
8279,1,15,9,106,86,74,113,57,11,85,21
8280,0,104,112,93,48,7,74,95,71,99,8
8281,1,74,75,32,58,12,21,73,83,37,16
8282,1,58,35,74,23,6,4,21,67,104,91
8283,0,38,46,35,86,103,104,11,7,76,112
8284,0,1,57,9,26,41,16,64,74,86,93
8285,1,8,10,14,108,30,59,37,74,38,91
8286,1,74,63,14,27,2,120,23,64,8,101
8287,0,74,32,35,41,4,62,108,104,79,81
8288,0,93,79,13,11,84,67,99,101,37,21
8289,0,7,114,98,104,9,69,41,11,21,99
8290,1,22,12,2,64,87,99,10,17,119,85
8291,0,27,85,74,54,64,108,26,30,39,41
8292,0,69,101,74,46,13,32,75,1,22,99
8293,1,8,97,11,7,27,14,95,39,99,22
8294,1,26,75,95,97,32,99,10,48,14,101
8295,0,53,81,87,59,46,35,8,58,40,14
8296,0,84,80,50,93,51,26,55,41,14,21
8297,0,39,64,106,85,8,119,14,12,74,113
8298,0,31,114,97,14,35,27,67,104,94,93
8299,1,27,34,4,62,97,119,13,95,2,32
8300,1,71,9,109,27,74,44,2,96,35,100
8301,1,1,21,25,7,100,53,93,99,78,89
8302,1,14,20,21,114,106,27,8,30,63,49
8303,0,99,13,9,105,25,106,37,49,78,21
8304,1,8,5,9,22,14,20,76,41,64,6
8305,0,102,87,67,21,11,8,27,99,9,74
8306,0,70,23,87,25,51,42,86,57,53,52
8307,0,86,28,93,22,69,84,37,9,77,106
8308,1,69,39,8,26,114,10,56,101,16,2
8309,1,21,22,31,8,20,34,51,26,99,6
8310,1,9,21,25,57,41,82,16,109,23,70
8311,1,30,18,91,78,17,87,81,66,2,76
8312,1,108,82,16,79,8,48,88,101,100,94
8313,0,21,26,97,48,20,95,31,41,106,14
8314,0,34,67,26,21,23,9,88,48,14,17
8315,0,44,41,35,14,86,114,74,16,23,104
8316,1,106,21,31,14,114,48,35,64,120,108
8317,0,84,4,114,32,9,14,21,26,29,41
8318,1,64,50,11,2,4,92,14,30,10,21
8319,1,14,27,74,109,41,36,34,10,84,38
